,volts,amps,power,sysstatus,timestamp,M_ID,packet_num
12228,116.97,0.002,0.0,01100000_00010010,5.608672618865967,_M_00001,49
12229,116.98,0.002,0.0,01100000_00010010,5.641820192337036,_M_00001,49
12230,116.97,0.004,0.2,01100000_00110010,5.675062656402588,_M_00001,49
12231,116.97,0.002,0.0,01100000_00110010,5.708250284194946,_M_00001,49
12232,116.97,0.004,0.1,01100000_00010010,5.742573976516724,_M_00001,49
12233,116.98,0.006,-0.1,01100000_00100010,5.775821924209595,_M_00001,49
12234,116.97,0.006,0.3,01100000_00110010,5.809066295623779,_M_00001,49
12235,116.95,0.004,-0.1,01100000_00100010,5.842239856719971,_M_00001,49
12236,116.97,0.004,0.0,01100000_00100010,5.875427961349487,_M_00001,49
12237,116.93,0.004,0.2,01100000_00110010,5.90875506401062,_M_00001,49
12238,116.97,0.002,0.0,01100000_00100010,5.941843509674072,_M_00001,49
12239,117.0,0.004,0.0,01100000_00100010,5.975173711776733,_M_00001,49
12240,116.71,0.006,0.0,01100000_00110010,4.018685340881348,_M_00004,48
12241,116.68,0.006,-0.1,01100000_00000010,4.041233539581299,_M_00004,48
12242,116.73,0.006,0.0,01100000_00110010,4.074427843093872,_M_00004,48
12243,116.69,0.004,-0.3,01100000_00100010,4.107655763626099,_M_00004,48
12244,116.71,0.006,-0.3,01100000_00000010,4.140895366668701,_M_00004,48
12245,116.69,0.004,0.0,01100000_00110010,4.174034357070923,_M_00004,48
12246,116.62,0.004,0.0,01100000_00100010,4.207254409790039,_M_00004,48
12247,116.71,0.004,0.0,01100000_00100010,4.240421295166016,_M_00004,48
12248,116.73,0.006,0.1,01100000_00110010,4.2735981941223145,_M_00004,48
12249,116.68,0.006,-0.1,01100000_00100010,4.306812763214111,_M_00004,48
12250,116.66,0.004,0.0,01100000_00000010,4.3400328159332275,_M_00004,48
12251,116.69,0.006,0.0,01100000_00110010,4.373221158981323,_M_00004,48
12252,116.66,0.004,0.1,01100000_00110010,4.406412124633789,_M_00004,48
12253,116.66,0.004,0.0,01100000_00000010,4.439637184143066,_M_00004,48
12254,116.69,0.008,-0.2,01100000_00000010,4.472822427749634,_M_00004,48
12255,116.66,0.006,0.0,01100000_00110010,4.506017208099365,_M_00004,48
12256,116.66,0.008,0.1,01100000_00010010,4.539231300354004,_M_00004,48
12257,116.78,0.002,0.1,01100000_00010010,4.572428226470947,_M_00004,48
12258,116.75,0.002,-0.2,01100000_00000010,4.605626106262207,_M_00004,48
12259,116.73,0.006,0.3,01100000_00110010,4.638855695724487,_M_00004,48
12260,116.8,0.006,0.3,01100000_00010010,4.672028541564941,_M_00004,48
12261,116.68,0.004,0.1,01100000_00010010,4.7052342891693115,_M_00004,48
12262,116.68,0.006,0.0,01100000_00100010,4.738437652587891,_M_00004,48
12263,116.73,0.006,-0.1,01100000_00000010,4.771644353866577,_M_00004,48
12264,116.66,0.004,0.0,01100000_00010010,4.804812431335449,_M_00004,48
12265,116.66,0.006,0.0,01100000_00000010,4.838021755218506,_M_00004,48
12266,116.73,0.004,0.0,01100000_00110010,4.871249198913574,_M_00004,48
12267,116.68,0.006,0.0,01100000_00000010,4.904431104660034,_M_00004,48
12268,116.59,0.006,0.1,01100000_00010010,4.937668085098267,_M_00004,48
12269,116.77,0.006,0.2,01100000_00010010,4.971128940582275,_M_00004,48
12270,116.01,0.008,0.0,01100000_00100010,4.018685340881348,_M_00002,48
12271,115.92,0.006,0.0,01100000_00000010,4.041233539581299,_M_00002,48
12272,115.94,0.006,0.4,01100000_00010010,4.074427843093872,_M_00002,48
12273,115.94,0.006,0.3,01100000_00110010,4.107655763626099,_M_00002,48
12274,115.94,0.008,0.3,01100000_00110010,4.140895366668701,_M_00002,48
12275,115.94,0.004,0.0,01100000_00000010,4.174034357070923,_M_00002,48
12276,115.96,0.004,0.0,01100000_00000010,4.207254409790039,_M_00002,48
12277,115.99,0.006,-0.1,01100000_00100010,4.240421295166016,_M_00002,48
12278,115.94,0.008,-0.5,01100000_00000010,4.2735981941223145,_M_00002,48
12279,115.94,0.008,0.0,01100000_00000010,4.306812763214111,_M_00002,48
12280,115.92,0.006,-0.1,01100000_00100010,4.3400328159332275,_M_00002,48
12281,115.92,0.008,0.2,01100000_00010010,4.373221158981323,_M_00002,48
12282,115.94,0.006,-0.3,01100000_00000010,4.406412124633789,_M_00002,48
12283,115.99,0.006,0.0,01100000_00000010,4.439637184143066,_M_00002,48
12284,115.92,0.004,0.2,01100000_00010010,4.472822427749634,_M_00002,48
12285,115.97,0.008,0.3,01100000_00110010,4.506017208099365,_M_00002,48
12286,115.99,0.004,-0.2,01100000_00000010,4.539231300354004,_M_00002,48
12287,116.03,0.006,0.0,01100000_00110010,4.572428226470947,_M_00002,48
12288,115.99,0.008,0.0,01100000_00010010,4.605626106262207,_M_00002,48
12289,115.94,0.008,0.3,01100000_00010010,4.638855695724487,_M_00002,48
12290,115.97,0.006,-0.4,01100000_00100010,4.672028541564941,_M_00002,48
12291,116.05,0.006,-0.1,01100000_00000010,4.7052342891693115,_M_00002,48
12292,115.96,0.006,0.3,01100000_00010010,4.738437652587891,_M_00002,48
12293,115.96,0.006,0.0,01100000_00000010,4.771644353866577,_M_00002,48
12294,116.03,0.006,0.2,01100000_00010010,4.804812431335449,_M_00002,48
12295,115.99,0.006,0.0,01100000_00000010,4.838021755218506,_M_00002,48
12296,116.03,0.004,0.0,01100000_00110010,4.871249198913574,_M_00002,48
12297,115.9,0.008,0.3,01100000_00010010,4.904431104660034,_M_00002,48
12298,115.96,0.006,0.1,01100000_00110010,4.937668085098267,_M_00002,48
12299,115.99,0.008,0.0,01100000_00100010,4.971128940582275,_M_00002,48
12300,116.99,0.006,0.0,01100000_00000010,4.018685340881348,_M_00005,48
12301,117.03,0.006,0.0,01100000_00010010,4.041233539581299,_M_00005,48
12302,116.99,0.008,0.8,01100000_00010010,4.074427843093872,_M_00005,48
12303,116.99,0.006,-0.1,01100000_00000010,4.107655763626099,_M_00005,48
12304,117.03,0.006,0.4,01100000_00010010,4.140895366668701,_M_00005,48
12305,116.99,0.008,0.2,01100000_00110010,4.174034357070923,_M_00005,48
12306,117.01,0.006,0.1,01100000_00110010,4.207254409790039,_M_00005,48
12307,117.03,0.008,0.0,01100000_00000010,4.240421295166016,_M_00005,48
12308,116.99,0.006,0.0,01100000_00010010,4.2735981941223145,_M_00005,48
12309,117.01,0.006,0.0,01100000_00010010,4.306812763214111,_M_00005,48
12310,117.01,0.008,0.0,01100000_00010010,4.3400328159332275,_M_00005,48
12311,117.01,0.008,0.0,01100000_00010010,4.373221158981323,_M_00005,48
12312,117.01,0.008,0.0,01100000_00000010,4.406412124633789,_M_00005,48
12313,117.03,0.008,-0.1,01100000_00000010,4.439637184143066,_M_00005,48
12314,117.01,0.006,0.0,01100000_00010010,4.472822427749634,_M_00005,48
12315,117.08,0.006,0.0,01100000_00110010,4.506017208099365,_M_00005,48
12316,117.14,0.006,-0.1,01100000_00100010,4.539231300354004,_M_00005,48
12317,117.06,0.006,0.0,01100000_00000010,4.572428226470947,_M_00005,48
12318,117.08,0.006,-0.1,01100000_00000010,4.605626106262207,_M_00005,48
12319,117.1,0.008,0.5,01100000_00010010,4.638855695724487,_M_00005,48
12320,117.08,0.008,-0.1,01100000_00100010,4.672028541564941,_M_00005,48
12321,117.08,0.008,0.3,01100000_00010010,4.7052342891693115,_M_00005,48
12322,117.12,0.008,0.7,01100000_00110010,4.738437652587891,_M_00005,48
12323,117.03,0.006,-0.3,01100000_00000010,4.771644353866577,_M_00005,48
12324,117.01,0.008,0.4,01100000_00010010,4.804812431335449,_M_00005,48
12325,117.06,0.008,0.0,01100000_00010010,4.838021755218506,_M_00005,48
12326,116.99,0.006,0.3,01100000_00010010,4.871249198913574,_M_00005,48
12327,117.03,0.008,-0.2,01100000_00000010,4.904431104660034,_M_00005,48
12328,117.05,0.008,-0.1,01100000_00000010,4.937668085098267,_M_00005,48
12329,116.99,0.006,0.2,01100000_00110010,4.971128940582275,_M_00005,48
12330,117.02,0.004,0.1,01100000_00010010,4.018685340881348,_M_00001,48
12331,117.0,0.004,-0.1,01100000_00100010,4.041233539581299,_M_00001,48
12332,117.02,0.004,0.0,01100000_00100010,4.074427843093872,_M_00001,48
12333,116.98,0.004,0.0,01100000_00010010,4.107655763626099,_M_00001,48
12334,117.0,0.006,0.0,01100000_00000010,4.140895366668701,_M_00001,48
12335,117.02,0.004,0.2,01100000_00010010,4.174034357070923,_M_00001,48
12336,116.98,0.004,0.1,01100000_00110010,4.207254409790039,_M_00001,48
12337,117.0,0.004,0.1,01100000_00110010,4.240421295166016,_M_00001,48
12338,117.04,0.004,0.0,01100000_00110010,4.2735981941223145,_M_00001,48
12339,116.98,0.004,-0.1,01100000_00100010,4.306812763214111,_M_00001,48
12340,116.93,0.004,0.2,01100000_00110010,4.3400328159332275,_M_00001,48
12341,117.0,0.004,-0.1,01100000_00000010,4.373221158981323,_M_00001,48
12342,116.97,0.006,0.0,01100000_00000010,4.406412124633789,_M_00001,48
12343,117.0,0.004,0.0,01100000_00010010,4.439637184143066,_M_00001,48
12344,117.02,0.006,-0.5,01100000_00000010,4.472822427749634,_M_00001,48
12345,116.98,0.004,0.0,01100000_00000010,4.506017208099365,_M_00001,48
12346,117.0,0.004,-0.2,01100000_00100010,4.539231300354004,_M_00001,48
12347,117.02,0.004,0.0,01100000_00010010,4.572428226470947,_M_00001,48
12348,116.98,0.004,0.0,01100000_00100010,4.605626106262207,_M_00001,48
12349,117.02,0.004,0.1,01100000_00110010,4.638855695724487,_M_00001,48
12350,117.02,0.004,0.0,01100000_00100010,4.672028541564941,_M_00001,48
12351,116.97,0.002,-0.1,01100000_00100010,4.7052342891693115,_M_00001,48
12352,117.02,0.002,0.0,01100000_00000010,4.738437652587891,_M_00001,48
12353,117.0,0.004,0.0,01100000_00000010,4.771644353866577,_M_00001,48
12354,116.97,0.004,-0.1,01100000_00100010,4.804812431335449,_M_00001,48
12355,117.06,0.004,0.4,01100000_00010010,4.838021755218506,_M_00001,48
12356,117.02,0.006,-0.2,01100000_00000010,4.871249198913574,_M_00001,48
12357,117.02,0.006,0.1,01100000_00110010,4.904431104660034,_M_00001,48
12358,117.06,0.006,0.0,01100000_00100010,4.937668085098267,_M_00001,48
12359,117.04,0.004,0.3,01100000_00010010,4.971128940582275,_M_00001,48
12360,116.66,0.004,0.1,01100000_00110010,3.0123202800750732,_M_00004,47
12361,116.62,0.006,0.0,01100000_00110010,3.037792682647705,_M_00004,47
12362,116.62,0.006,-0.4,01100000_00000010,3.071103811264038,_M_00004,47
12363,116.73,0.008,0.2,01100000_00110010,3.1045022010803223,_M_00004,47
12364,116.68,0.006,-0.5,01100000_00000010,3.137740135192871,_M_00004,47
12365,116.64,0.006,-0.2,01100000_00100010,3.1711339950561523,_M_00004,47
12366,116.71,0.004,0.1,01100000_00110010,3.20451283454895,_M_00004,47
12367,116.66,0.006,0.0,01100000_00100010,3.2377660274505615,_M_00004,47
12368,116.75,0.006,0.3,01100000_00110010,3.271129608154297,_M_00004,47
12369,116.71,0.006,-0.1,01100000_00000010,3.304424524307251,_M_00004,47
12370,116.68,0.006,0.1,01100000_00110010,3.337759494781494,_M_00004,47
12371,116.71,0.006,0.3,01100000_00110010,3.3710763454437256,_M_00004,47
12372,116.77,0.006,-0.1,01100000_00100010,3.4048879146575928,_M_00004,47
12373,116.69,0.004,0.1,01100000_00110010,3.4377403259277344,_M_00004,47
12374,116.75,0.006,0.0,01100000_00110010,3.4710371494293213,_M_00004,47
12375,116.71,0.008,0.0,01100000_00110010,3.5044209957122803,_M_00004,47
12376,116.69,0.006,0.3,01100000_00010010,3.5378293991088867,_M_00004,47
12377,116.75,0.006,0.1,01100000_00010010,3.5711233615875244,_M_00004,47
12378,116.71,0.004,0.0,01100000_00000010,3.604527235031128,_M_00004,47
12379,116.69,0.006,-0.1,01100000_00000010,3.637761354446411,_M_00004,47
12380,116.73,0.004,0.0,01100000_00000010,3.6758224964141846,_M_00004,47
12381,116.71,0.006,-0.2,01100000_00000010,3.7090003490448,_M_00004,47
12382,116.69,0.004,0.0,01100000_00110010,3.7423505783081055,_M_00004,47
12383,116.73,0.006,-0.1,01100000_00000010,3.7755539417266846,_M_00004,47
12384,116.69,0.004,0.0,01100000_00010010,3.808746814727783,_M_00004,47
12385,116.62,0.004,0.3,01100000_00010010,3.8419461250305176,_M_00004,47
12386,116.71,0.004,0.0,01100000_00010010,3.8751745223999023,_M_00004,47
12387,116.69,0.006,0.3,01100000_00110010,3.908391237258911,_M_00004,47
12388,116.69,0.006,0.2,01100000_00110010,3.941587448120117,_M_00004,47
12389,116.62,0.006,-0.2,01100000_00000010,3.974785327911377,_M_00004,47
12390,116.03,0.006,0.4,01100000_00110010,3.0123202800750732,_M_00002,47
12391,115.94,0.006,-0.1,01100000_00000010,3.037792682647705,_M_00002,47
12392,115.96,0.008,0.0,01100000_00100010,3.071103811264038,_M_00002,47
12393,116.05,0.004,0.1,01100000_00110010,3.1045022010803223,_M_00002,47
12394,115.97,0.006,0.0,01100000_00100010,3.137740135192871,_M_00002,47
12395,115.97,0.006,0.3,01100000_00110010,3.1711339950561523,_M_00002,47
12396,116.03,0.004,-0.1,01100000_00100010,3.20451283454895,_M_00002,47
12397,115.97,0.006,0.0,01100000_00010010,3.2377660274505615,_M_00002,47
12398,115.97,0.006,0.0,01100000_00000010,3.271129608154297,_M_00002,47
12399,116.05,0.004,0.0,01100000_00100010,3.304424524307251,_M_00002,47
12400,115.97,0.006,0.0,01100000_00110010,3.337759494781494,_M_00002,47
12401,115.99,0.006,0.0,01100000_00110010,3.3710763454437256,_M_00002,47
12402,116.05,0.004,-0.1,01100000_00100010,3.4048879146575928,_M_00002,47
12403,115.99,0.006,0.0,01100000_00000010,3.4377403259277344,_M_00002,47
12404,115.97,0.008,0.2,01100000_00110010,3.4710371494293213,_M_00002,47
12405,116.03,0.004,0.0,01100000_00010010,3.5044209957122803,_M_00002,47
12406,115.99,0.006,-0.2,01100000_00000010,3.5378293991088867,_M_00002,47
12407,115.99,0.008,0.4,01100000_00110010,3.5711233615875244,_M_00002,47
12408,116.03,0.006,-0.2,01100000_00000010,3.604527235031128,_M_00002,47
12409,115.99,0.004,-0.2,01100000_00100010,3.637761354446411,_M_00002,47
12410,115.92,0.006,0.0,01100000_00010010,3.6758224964141846,_M_00002,47
12411,115.97,0.008,0.0,01100000_00110010,3.7090003490448,_M_00002,47
12412,115.92,0.008,0.1,01100000_00010010,3.7423505783081055,_M_00002,47
12413,115.92,0.006,-0.1,01100000_00000010,3.7755539417266846,_M_00002,47
12414,115.94,0.006,-0.1,01100000_00000010,3.808746814727783,_M_00002,47
12415,115.92,0.006,0.0,01100000_00010010,3.8419461250305176,_M_00002,47
12416,115.92,0.006,0.1,01100000_00010010,3.8751745223999023,_M_00002,47
12417,115.96,0.006,-0.2,01100000_00000010,3.908391237258911,_M_00002,47
12418,115.92,0.008,0.4,01100000_00110010,3.941587448120117,_M_00002,47
12419,115.92,0.008,0.2,01100000_00110010,3.974785327911377,_M_00002,47
12420,117.05,0.006,0.3,01100000_00110010,3.0123202800750732,_M_00005,47
12421,117.01,0.008,0.0,01100000_00010010,3.037792682647705,_M_00005,47
12422,117.01,0.006,0.0,01100000_00000010,3.071103811264038,_M_00005,47
12423,117.05,0.008,0.0,01100000_00000010,3.1045022010803223,_M_00005,47
12424,117.03,0.006,0.0,01100000_00110010,3.137740135192871,_M_00005,47
12425,116.99,0.008,-0.2,01100000_00100010,3.1711339950561523,_M_00005,47
12426,117.06,0.006,-0.2,01100000_00100010,3.20451283454895,_M_00005,47
12427,117.03,0.006,0.0,01100000_00000010,3.2377660274505615,_M_00005,47
12428,117.01,0.008,0.1,01100000_00010010,3.271129608154297,_M_00005,47
12429,117.08,0.008,0.1,01100000_00110010,3.304424524307251,_M_00005,47
12430,117.01,0.006,0.0,01100000_00110010,3.337759494781494,_M_00005,47
12431,117.01,0.006,-0.1,01100000_00000010,3.3710763454437256,_M_00005,47
12432,117.1,0.006,0.0,01100000_00110010,3.4048879146575928,_M_00005,47
12433,117.06,0.006,-0.7,01100000_00100010,3.4377403259277344,_M_00005,47
12434,117.05,0.004,0.0,01100000_00000010,3.4710371494293213,_M_00005,47
12435,117.14,0.008,-0.4,01100000_00000010,3.5044209957122803,_M_00005,47
12436,117.08,0.006,0.2,01100000_00010010,3.5378293991088867,_M_00005,47
12437,117.06,0.008,0.3,01100000_00010010,3.5711233615875244,_M_00005,47
12438,117.14,0.008,0.0,01100000_00000010,3.604527235031128,_M_00005,47
12439,117.06,0.008,0.4,01100000_00010010,3.637761354446411,_M_00005,47
12440,116.99,0.008,0.0,01100000_00100010,3.6758224964141846,_M_00005,47
12441,116.99,0.006,-0.4,01100000_00000010,3.7090003490448,_M_00005,47
12442,117.05,0.006,-0.2,01100000_00000010,3.7423505783081055,_M_00005,47
12443,117.01,0.006,-0.2,01100000_00000010,3.7755539417266846,_M_00005,47
12444,116.97,0.006,0.2,01100000_00010010,3.808746814727783,_M_00005,47
12445,117.05,0.01,0.0,01100000_00010010,3.8419461250305176,_M_00005,47
12446,116.99,0.004,0.0,01100000_00110010,3.8751745223999023,_M_00005,47
12447,116.97,0.006,-0.2,01100000_00100010,3.908391237258911,_M_00005,47
12448,117.03,0.008,0.0,01100000_00000010,3.941587448120117,_M_00005,47
12449,116.99,0.008,0.0,01100000_00100010,3.974785327911377,_M_00005,47
12450,116.97,0.004,0.0,01100000_00000010,3.0123202800750732,_M_00001,47
12451,116.98,0.004,0.0,01100000_00010010,3.037792682647705,_M_00001,47
12452,117.02,0.006,-0.3,01100000_00100010,3.071103811264038,_M_00001,47
12453,116.89,0.004,0.4,01100000_00110010,3.1045022010803223,_M_00001,47
12454,116.97,0.004,-0.2,01100000_00000010,3.137740135192871,_M_00001,47
12455,117.04,0.004,0.1,01100000_00010010,3.1711339950561523,_M_00001,47
12456,116.98,0.006,0.0,01100000_00010010,3.20451283454895,_M_00001,47
12457,117.0,0.004,0.4,01100000_00010010,3.2377660274505615,_M_00001,47
12458,117.02,0.004,0.0,01100000_00000010,3.271129608154297,_M_00001,47
12459,116.97,0.004,0.5,01100000_00110010,3.304424524307251,_M_00001,47
12460,116.95,0.004,0.3,01100000_00010010,3.337759494781494,_M_00001,47
12461,117.0,0.002,0.0,01100000_00100010,3.3710763454437256,_M_00001,47
12462,116.97,0.004,0.0,01100000_00010010,3.4048879146575928,_M_00001,47
12463,116.95,0.006,0.0,01100000_00100010,3.4377403259277344,_M_00001,47
12464,117.08,0.004,0.1,01100000_00110010,3.4710371494293213,_M_00001,47
12465,116.97,0.004,0.0,01100000_00110010,3.5044209957122803,_M_00001,47
12466,116.97,0.004,-0.1,01100000_00000010,3.5378293991088867,_M_00001,47
12467,117.06,0.004,0.0,01100000_00110010,3.5711233615875244,_M_00001,47
12468,116.97,0.004,0.5,01100000_00010010,3.604527235031128,_M_00001,47
12469,116.95,0.004,-0.1,01100000_00000010,3.637761354446411,_M_00001,47
12470,117.02,0.006,-0.1,01100000_00000010,3.6758224964141846,_M_00001,47
12471,116.98,0.006,0.2,01100000_00110010,3.7090003490448,_M_00001,47
12472,116.98,0.006,0.2,01100000_00110010,3.7423505783081055,_M_00001,47
12473,117.0,0.006,0.2,01100000_00010010,3.7755539417266846,_M_00001,47
12474,116.98,0.004,0.0,01100000_00010010,3.808746814727783,_M_00001,47
12475,116.98,0.002,-0.1,01100000_00000010,3.8419461250305176,_M_00001,47
12476,117.0,0.004,0.0,01100000_00000010,3.8751745223999023,_M_00001,47
12477,117.0,0.004,0.0,01100000_00010010,3.908391237258911,_M_00001,47
12478,116.98,0.004,-0.1,01100000_00000010,3.941587448120117,_M_00001,47
12479,117.02,0.004,0.2,01100000_00110010,3.974785327911377,_M_00001,47
12480,116.71,0.004,0.1,01100000_00010010,2.0124027729034424,_M_00004,46
12481,116.68,0.006,0.2,01100000_00110010,2.041834831237793,_M_00004,46
12482,116.71,0.006,0.0,01100000_00000010,2.0746634006500244,_M_00004,46
12483,116.77,0.006,0.0,01100000_00100010,2.107790946960449,_M_00004,46
12484,116.73,0.006,0.2,01100000_00010010,2.1411705017089844,_M_00004,46
12485,116.6,0.004,-0.3,01100000_00000010,2.1743648052215576,_M_00004,46
12486,116.69,0.006,0.0,01100000_00110010,2.207634925842285,_M_00004,46
12487,116.69,0.006,0.0,01100000_00000010,2.240584373474121,_M_00004,46
12488,116.69,0.004,0.1,01100000_00110010,2.2737903594970703,_M_00004,46
12489,116.62,0.006,0.0,01100000_00000010,2.3069612979888916,_M_00004,46
12490,116.62,0.004,0.0,01100000_00010010,2.3401083946228027,_M_00004,46
12491,116.68,0.002,0.0,01100000_00100010,2.373354434967041,_M_00004,46
12492,116.69,0.006,0.1,01100000_00010010,2.406648874282837,_M_00004,46
12493,116.68,0.006,0.0,01100000_00100010,2.439722776412964,_M_00004,46
12494,116.68,0.006,0.0,01100000_00010010,2.4728894233703613,_M_00004,46
12495,116.71,0.004,-0.3,01100000_00100010,2.506131649017334,_M_00004,46
12496,116.68,0.006,-0.2,01100000_00000010,2.539318561553955,_M_00004,46
12497,116.68,0.004,0.0,01100000_00000010,2.5725278854370117,_M_00004,46
12498,116.69,0.006,-0.1,01100000_00100010,2.60571551322937,_M_00004,46
12499,116.68,0.006,-0.4,01100000_00000010,2.638930320739746,_M_00004,46
12500,116.6,0.006,0.1,01100000_00110010,2.6721413135528564,_M_00004,46
12501,116.69,0.006,0.1,01100000_00010010,2.705294370651245,_M_00004,46
12502,116.68,0.006,0.3,01100000_00110010,2.738508939743042,_M_00004,46
12503,116.6,0.006,0.1,01100000_00110010,2.77168345451355,_M_00004,46
12504,116.73,0.006,0.0,01100000_00010010,2.8048794269561768,_M_00004,46
12505,116.68,0.004,-0.4,01100000_00000010,2.8378727436065674,_M_00004,46
12506,116.6,0.004,0.0,01100000_00010010,2.8712549209594727,_M_00004,46
12507,116.71,0.006,0.0,01100000_00110010,2.9044277667999268,_M_00004,46
12508,116.69,0.002,0.0,01100000_00100010,2.9377036094665527,_M_00004,46
12509,116.64,0.006,0.2,01100000_00010010,2.971168041229248,_M_00004,46
12510,116.03,0.006,0.5,01100000_00010010,2.0124027729034424,_M_00002,46
12511,115.97,0.008,0.3,01100000_00110010,2.041834831237793,_M_00002,46
12512,115.99,0.006,-0.1,01100000_00100010,2.0746634006500244,_M_00002,46
12513,115.96,0.008,0.0,01100000_00110010,2.107790946960449,_M_00002,46
12514,115.99,0.006,0.2,01100000_00010010,2.1411705017089844,_M_00002,46
12515,115.99,0.008,0.0,01100000_00010010,2.1743648052215576,_M_00002,46
12516,115.99,0.006,0.1,01100000_00110010,2.207634925842285,_M_00002,46
12517,116.01,0.008,0.0,01100000_00000010,2.240584373474121,_M_00002,46
12518,115.97,0.006,-0.1,01100000_00000010,2.2737903594970703,_M_00002,46
12519,116.03,0.008,0.3,01100000_00110010,2.3069612979888916,_M_00002,46
12520,115.97,0.008,0.0,01100000_00110010,2.3401083946228027,_M_00002,46
12521,115.96,0.008,-0.1,01100000_00000010,2.373354434967041,_M_00002,46
12522,115.99,0.008,0.2,01100000_00110010,2.406648874282837,_M_00002,46
12523,115.97,0.006,-0.1,01100000_00100010,2.439722776412964,_M_00002,46
12524,115.99,0.004,0.3,01100000_00110010,2.4728894233703613,_M_00002,46
12525,115.99,0.008,0.4,01100000_00010010,2.506131649017334,_M_00002,46
12526,115.97,0.006,0.1,01100000_00010010,2.539318561553955,_M_00002,46
12527,115.97,0.008,0.2,01100000_00110010,2.5725278854370117,_M_00002,46
12528,116.03,0.006,-0.2,01100000_00100010,2.60571551322937,_M_00002,46
12529,115.99,0.008,0.9,01100000_00010010,2.638930320739746,_M_00002,46
12530,115.97,0.008,0.1,01100000_00010010,2.6721413135528564,_M_00002,46
12531,116.03,0.006,0.0,01100000_00110010,2.705294370651245,_M_00002,46
12532,115.97,0.006,-0.2,01100000_00000010,2.738508939743042,_M_00002,46
12533,115.99,0.004,0.2,01100000_00110010,2.77168345451355,_M_00002,46
12534,116.03,0.004,-0.2,01100000_00000010,2.8048794269561768,_M_00002,46
12535,115.97,0.006,0.0,01100000_00110010,2.8378727436065674,_M_00002,46
12536,115.96,0.008,0.0,01100000_00110010,2.8712549209594727,_M_00002,46
12537,116.03,0.006,0.0,01100000_00010010,2.9044277667999268,_M_00002,46
12538,115.97,0.006,0.5,01100000_00110010,2.9377036094665527,_M_00002,46
12539,115.97,0.006,-0.2,01100000_00100010,2.971168041229248,_M_00002,46
12540,117.05,0.006,0.0,01100000_00110010,2.0124027729034424,_M_00005,46
12541,117.05,0.006,0.3,01100000_00010010,2.041834831237793,_M_00005,46
12542,117.01,0.006,-0.4,01100000_00100010,2.0746634006500244,_M_00005,46
12543,117.08,0.006,0.5,01100000_00010010,2.107790946960449,_M_00005,46
12544,117.03,0.01,-0.2,01100000_00000010,2.1411705017089844,_M_00005,46
12545,117.03,0.006,0.6,01100000_00110010,2.1743648052215576,_M_00005,46
12546,117.05,0.006,-0.2,01100000_00100010,2.207634925842285,_M_00005,46
12547,117.03,0.006,0.3,01100000_00010010,2.240584373474121,_M_00005,46
12548,117.03,0.008,0.5,01100000_00010010,2.2737903594970703,_M_00005,46
12549,117.05,0.006,-0.2,01100000_00000010,2.3069612979888916,_M_00005,46
12550,117.01,0.006,0.1,01100000_00010010,2.3401083946228027,_M_00005,46
12551,117.01,0.008,-0.5,01100000_00100010,2.373354434967041,_M_00005,46
12552,117.05,0.006,0.0,01100000_00100010,2.406648874282837,_M_00005,46
12553,116.99,0.006,0.0,01100000_00100010,2.439722776412964,_M_00005,46
12554,116.97,0.006,-0.1,01100000_00100010,2.4728894233703613,_M_00005,46
12555,116.99,0.008,0.2,01100000_00010010,2.506131649017334,_M_00005,46
12556,116.97,0.006,0.1,01100000_00010010,2.539318561553955,_M_00005,46
12557,116.99,0.006,0.3,01100000_00110010,2.5725278854370117,_M_00005,46
12558,117.01,0.006,0.4,01100000_00010010,2.60571551322937,_M_00005,46
12559,116.99,0.006,-0.1,01100000_00100010,2.638930320739746,_M_00005,46
12560,116.97,0.006,0.2,01100000_00110010,2.6721413135528564,_M_00005,46
12561,117.01,0.004,0.1,01100000_00010010,2.705294370651245,_M_00005,46
12562,116.99,0.006,0.0,01100000_00010010,2.738508939743042,_M_00005,46
12563,116.99,0.004,0.2,01100000_00110010,2.77168345451355,_M_00005,46
12564,117.01,0.006,-0.4,01100000_00100010,2.8048794269561768,_M_00005,46
12565,117.01,0.006,0.0,01100000_00100010,2.8378727436065674,_M_00005,46
12566,116.99,0.006,-0.4,01100000_00100010,2.8712549209594727,_M_00005,46
12567,117.03,0.006,-0.1,01100000_00100010,2.9044277667999268,_M_00005,46
12568,117.01,0.008,0.2,01100000_00010010,2.9377036094665527,_M_00005,46
12569,117.01,0.004,-0.2,01100000_00100010,2.971168041229248,_M_00005,46
12570,116.98,0.002,0.0,01100000_00110010,2.0124027729034424,_M_00001,46
12571,116.98,0.006,0.1,01100000_00110010,2.041834831237793,_M_00001,46
12572,117.0,0.002,0.2,01100000_00110010,2.0746634006500244,_M_00001,46
12573,116.91,0.002,0.1,01100000_00110010,2.107790946960449,_M_00001,46
12574,116.97,0.004,0.1,01100000_00010010,2.1411705017089844,_M_00001,46
12575,116.98,0.0,0.1,01100000_00010010,2.1743648052215576,_M_00001,46
12576,116.97,0.006,0.1,01100000_00110010,2.207634925842285,_M_00001,46
12577,116.98,0.004,0.4,01100000_00010010,2.240584373474121,_M_00001,46
12578,117.0,0.006,0.3,01100000_00010010,2.2737903594970703,_M_00001,46
12579,116.98,0.004,0.3,01100000_00110010,2.3069612979888916,_M_00001,46
