,volts,amps,power,sysstatus,timestamp,M_ID,packet_num
6753,116.05,0.002,0.0,01100000_00110010,5.554189443588257,_M_00002,38
6754,116.03,0.002,0.1,01100000_00010010,5.570891380310059,_M_00002,38
6755,116.03,0.004,-0.2,01100000_00000010,5.587483644485474,_M_00002,38
6756,116.07,0.004,0.3,01100000_00010010,5.604064702987671,_M_00002,38
6757,115.96,0.002,0.1,01100000_00110010,5.620858669281006,_M_00002,38
6758,116.05,0.002,0.0,01100000_00010010,5.637533664703369,_M_00002,38
6759,116.07,0.002,0.1,01100000_00010010,5.6541428565979,_M_00002,38
6760,116.05,0.006,0.0,01100000_00100010,5.670771837234497,_M_00002,38
6761,116.03,0.004,0.2,01100000_00110010,5.687576770782471,_M_00002,38
6762,116.07,0.004,0.1,01100000_00110010,5.70423436164856,_M_00002,38
6763,116.05,0.004,0.1,01100000_00110010,5.72104024887085,_M_00002,38
6764,116.01,0.004,-0.1,01100000_00100010,5.737649917602539,_M_00002,38
6765,116.05,0.004,0.2,01100000_00110010,5.754236698150635,_M_00002,38
6766,115.97,0.002,0.3,01100000_00010010,5.770918369293213,_M_00002,38
6767,116.01,0.002,0.1,01100000_00110010,5.7877161502838135,_M_00002,38
6768,116.03,0.004,0.2,01100000_00110010,5.809149265289307,_M_00002,38
6769,116.03,0.004,0.1,01100000_00110010,5.82574725151062,_M_00002,38
6770,116.07,0.004,0.0,01100000_00000010,5.842349052429199,_M_00002,38
6771,116.01,0.002,0.0,01100000_00100010,5.858943939208984,_M_00002,38
6772,116.03,0.004,-0.1,01100000_00000010,5.8755714893341064,_M_00002,38
6773,116.07,0.006,0.0,01100000_00010010,5.892162799835205,_M_00002,38
6774,116.03,0.004,0.1,01100000_00110010,5.908776760101318,_M_00002,38
6775,116.03,0.004,0.1,01100000_00110010,5.925379753112793,_M_00002,38
6776,116.07,0.004,0.1,01100000_00110010,5.941986322402954,_M_00002,38
6777,116.03,0.002,0.0,01100000_00010010,5.95857048034668,_M_00002,38
6778,115.99,0.004,-0.2,01100000_00000010,5.975346326828003,_M_00002,38
6779,116.12,0.006,0.5,01100000_00010010,5.991955280303955,_M_00002,38
6780,116.03,0.004,0.0,01100000_00100010,4.0054521560668945,_M_00002,37
6781,116.01,0.006,0.4,01100000_00110010,4.021066665649414,_M_00002,37
6782,116.03,0.004,0.0,01100000_00010010,4.0383851528167725,_M_00002,37
6783,116.05,0.006,-0.2,01100000_00100010,4.054116725921631,_M_00002,37
6784,116.01,0.002,-0.2,01100000_00000010,4.070981740951538,_M_00002,37
6785,116.01,0.004,0.0,01100000_00100010,4.087551116943359,_M_00002,37
6786,116.07,0.004,0.1,01100000_00110010,4.10425329208374,_M_00002,37
6787,116.03,0.004,-0.2,01100000_00100010,4.120847463607788,_M_00002,37
6788,116.01,0.004,0.1,01100000_00110010,4.137555122375488,_M_00002,37
6789,116.01,0.004,0.0,01100000_00000010,4.154275894165039,_M_00002,37
6790,116.03,0.002,0.2,01100000_00010010,4.170834302902222,_M_00002,37
6791,115.92,0.004,-0.2,01100000_00000010,4.187435150146484,_M_00002,37
6792,116.07,0.004,0.0,01100000_00010010,4.204215049743652,_M_00002,37
6793,116.01,0.004,-0.2,01100000_00100010,4.22087025642395,_M_00002,37
6794,115.99,0.004,0.0,01100000_00110010,4.237536430358887,_M_00002,37
6795,115.97,0.004,0.0,01100000_00100010,4.254120349884033,_M_00002,37
6796,116.01,0.004,-0.4,01100000_00000010,4.270725727081299,_M_00002,37
6797,116.01,0.004,0.0,01100000_00000010,4.287525415420532,_M_00002,37
6798,116.05,0.004,0.1,01100000_00010010,4.304199695587158,_M_00002,37
6799,116.01,0.004,0.2,01100000_00110010,4.320795774459839,_M_00002,37
6800,115.92,0.002,0.0,01100000_00110010,4.337405204772949,_M_00002,37
6801,116.07,0.004,-0.1,01100000_00000010,4.354196071624756,_M_00002,37
6802,116.01,0.004,0.0,01100000_00100010,4.37089204788208,_M_00002,37
6803,115.99,0.004,0.0,01100000_00000010,4.387484788894653,_M_00002,37
6804,116.07,0.004,0.0,01100000_00000010,4.4040892124176025,_M_00002,37
6805,116.01,0.002,0.0,01100000_00100010,4.42087459564209,_M_00002,37
6806,115.92,0.004,0.0,01100000_00000010,4.437627077102661,_M_00002,37
6807,116.08,0.004,0.1,01100000_00110010,4.4541826248168945,_M_00002,37
6808,116.01,0.004,0.1,01100000_00110010,4.470770835876465,_M_00002,37
6809,115.92,0.004,0.0,01100000_00110010,4.487539291381836,_M_00002,37
6810,116.08,0.004,-0.2,01100000_00100010,4.50420069694519,_M_00002,37
6811,116.03,0.002,-0.1,01100000_00100010,4.520870685577393,_M_00002,37
6812,115.94,0.004,-0.2,01100000_00100010,4.537482023239136,_M_00002,37
6813,116.07,0.004,0.0,01100000_00000010,4.554062604904175,_M_00002,37
6814,116.03,0.004,-0.2,01100000_00000010,4.5708701610565186,_M_00002,37
6815,115.94,0.002,0.0,01100000_00010010,4.587522268295288,_M_00002,37
6816,116.07,0.004,0.4,01100000_00110010,4.604134798049927,_M_00002,37
6817,116.05,0.002,0.1,01100000_00110010,4.6207475662231445,_M_00002,37
6818,116.07,0.004,0.2,01100000_00010010,4.6375627517700195,_M_00002,37
6819,116.07,0.004,0.5,01100000_00110010,4.65421199798584,_M_00002,37
6820,116.1,0.004,-0.2,01100000_00100010,4.6708526611328125,_M_00002,37
6821,115.99,0.004,0.2,01100000_00010010,4.6874589920043945,_M_00002,37
6822,116.14,0.006,0.2,01100000_00010010,4.704071521759033,_M_00002,37
6823,115.97,0.004,0.0,01100000_00000010,4.720857381820679,_M_00002,37
6824,115.99,0.002,0.0,01100000_00110010,4.737551927566528,_M_00002,37
6825,116.16,0.004,0.0,01100000_00010010,4.754164457321167,_M_00002,37
6826,115.99,0.004,0.1,01100000_00110010,4.770782709121704,_M_00002,37
6827,116.07,0.002,0.1,01100000_00010010,4.787393093109131,_M_00002,37
6828,116.05,0.006,0.4,01100000_00110010,4.804288148880005,_M_00002,37
6829,116.08,0.004,0.0,01100000_00100010,4.820917844772339,_M_00002,37
6830,115.99,0.002,-0.1,01100000_00100010,4.837504148483276,_M_00002,37
6831,116.03,0.004,0.0,01100000_00110010,4.8540966510772705,_M_00002,37
6832,116.1,0.006,0.3,01100000_00110010,4.870884418487549,_M_00002,37
6833,116.01,0.002,-0.1,01100000_00000010,4.887527227401733,_M_00002,37
6834,116.05,0.004,0.0,01100000_00110010,4.904183387756348,_M_00002,37
6835,116.1,0.006,-0.3,01100000_00100010,4.92077898979187,_M_00002,37
6836,116.01,0.002,0.1,01100000_00110010,4.937419891357422,_M_00002,37
6837,116.14,0.0,0.0,01100000_00010010,4.954194068908691,_M_00002,37
6838,116.03,0.004,0.1,01100000_00010010,4.970855474472046,_M_00002,37
6839,116.01,0.004,-0.2,01100000_00000010,4.987496376037598,_M_00002,37
6840,116.1,0.004,0.0,01100000_00010010,3.0051887035369873,_M_00002,36
6841,115.99,0.002,0.0,01100000_00010010,3.0210986137390137,_M_00002,36
6842,116.08,0.002,0.1,01100000_00110010,3.037794589996338,_M_00002,36
6843,116.05,0.004,0.0,01100000_00010010,3.0542964935302734,_M_00002,36
6844,116.07,0.004,0.3,01100000_00010010,3.070906162261963,_M_00002,36
6845,116.01,0.004,0.0,01100000_00110010,3.0891435146331787,_M_00002,36
6846,116.05,0.006,0.1,01100000_00110010,3.1084160804748535,_M_00002,36
6847,116.07,0.004,0.0,01100000_00110010,3.121232271194458,_M_00002,36
6848,116.01,0.004,0.0,01100000_00000010,3.137554168701172,_M_00002,36
6849,116.12,0.004,0.0,01100000_00110010,3.1541645526885986,_M_00002,36
6850,116.01,0.006,0.4,01100000_00110010,3.1707751750946045,_M_00002,36
6851,116.08,0.002,0.2,01100000_00110010,3.187387228012085,_M_00002,36
6852,116.07,0.002,0.1,01100000_00110010,3.204225778579712,_M_00002,36
6853,116.01,0.004,0.3,01100000_00110010,3.22086501121521,_M_00002,36
6854,116.01,0.004,0.2,01100000_00010010,3.237466812133789,_M_00002,36
6855,116.05,0.004,0.1,01100000_00110010,3.254068374633789,_M_00002,36
6856,116.08,0.004,-0.1,01100000_00000010,3.2708537578582764,_M_00002,36
6857,115.99,0.004,0.0,01100000_00100010,3.287527084350586,_M_00002,36
6858,116.03,0.004,0.0,01100000_00000010,3.3041818141937256,_M_00002,36
6859,116.03,0.006,0.1,01100000_00110010,3.3207709789276123,_M_00002,36
6860,116.08,0.002,0.0,01100000_00110010,3.337380886077881,_M_00002,36
6861,116.05,0.004,-0.1,01100000_00000010,3.3541996479034424,_M_00002,36
6862,116.01,0.004,0.0,01100000_00000010,3.370856761932373,_M_00002,36
6863,116.08,0.004,0.0,01100000_00000010,3.3874738216400146,_M_00002,36
6864,116.05,0.004,0.0,01100000_00100010,3.4040873050689697,_M_00002,36
6865,116.01,0.004,0.1,01100000_00010010,3.4208638668060303,_M_00002,36
6866,116.1,0.002,0.1,01100000_00110010,3.4375410079956055,_M_00002,36
6867,116.08,0.004,0.1,01100000_00010010,3.45418119430542,_M_00002,36
6868,115.96,0.006,0.1,01100000_00010010,3.470792770385742,_M_00002,36
6869,116.03,0.004,0.0,01100000_00110010,3.4873838424682617,_M_00002,36
6870,116.03,0.004,0.1,01100000_00010010,3.504230260848999,_M_00002,36
6871,115.96,0.004,0.0,01100000_00100010,3.520859956741333,_M_00002,36
6872,116.03,0.004,0.2,01100000_00010010,3.5374560356140137,_M_00002,36
6873,115.97,0.002,0.0,01100000_00010010,3.554227828979492,_M_00002,36
6874,116.03,0.002,0.1,01100000_00110010,3.570866584777832,_M_00002,36
6875,116.01,0.004,0.1,01100000_00010010,3.5875329971313477,_M_00002,36
6876,116.03,0.004,0.2,01100000_00010010,3.6041886806488037,_M_00002,36
6877,116.03,0.002,0.0,01100000_00000010,3.6207408905029297,_M_00002,36
6878,116.03,0.004,0.1,01100000_00010010,3.6375207901000977,_M_00002,36
6879,115.97,0.002,-0.3,01100000_00000010,3.6542117595672607,_M_00002,36
6880,116.03,0.004,0.2,01100000_00010010,3.6708216667175293,_M_00002,36
6881,116.03,0.004,0.1,01100000_00110010,3.687432289123535,_M_00002,36
6882,116.03,0.002,0.0,01100000_00110010,3.704268217086792,_M_00002,36
6883,116.01,0.004,0.1,01100000_00110010,3.7208735942840576,_M_00002,36
6884,115.96,0.004,-0.1,01100000_00000010,3.7375080585479736,_M_00002,36
6885,116.05,0.004,-0.2,01100000_00000010,3.7541146278381348,_M_00002,36
6886,116.01,0.002,-0.1,01100000_00100010,3.7707226276397705,_M_00002,36
6887,116.03,0.002,0.3,01100000_00010010,3.7875566482543945,_M_00002,36
6888,116.05,0.004,0.1,01100000_00110010,3.8042337894439697,_M_00002,36
6889,115.97,0.004,0.3,01100000_00010010,3.820835828781128,_M_00002,36
6890,116.01,0.004,0.3,01100000_00010010,3.8374054431915283,_M_00002,36
6891,116.05,0.0,0.0,01100000_00110010,3.85427188873291,_M_00002,36
6892,116.03,0.004,0.2,01100000_00110010,3.8708579540252686,_M_00002,36
6893,116.01,0.004,0.0,01100000_00000010,3.8874926567077637,_M_00002,36
6894,115.99,0.002,0.0,01100000_00110010,3.9041035175323486,_M_00002,36
6895,116.01,0.004,0.3,01100000_00010010,3.920866012573242,_M_00002,36
6896,116.01,0.004,0.1,01100000_00110010,3.937540292739868,_M_00002,36
6897,116.05,0.004,0.2,01100000_00010010,3.9542396068573,_M_00002,36
6898,116.03,0.004,0.2,01100000_00010010,3.970778226852417,_M_00002,36
6899,115.94,0.004,0.0,01100000_00110010,3.9875266551971436,_M_00002,36
6900,116.03,0.004,-0.2,01100000_00000010,2.0083088874816895,_M_00002,35
6901,116.03,0.002,0.3,01100000_00010010,2.0247585773468018,_M_00002,35
6902,116.03,0.004,0.0,01100000_00010010,2.0424609184265137,_M_00002,35
6903,116.05,0.006,0.3,01100000_00010010,2.0580501556396484,_M_00002,35
6904,116.03,0.004,0.0,01100000_00000010,2.074672222137451,_M_00002,35
6905,116.05,0.004,0.1,01100000_00010010,2.0912463665008545,_M_00002,35
6906,116.03,0.004,0.2,01100000_00110010,2.1078667640686035,_M_00002,35
6907,115.96,0.004,0.1,01100000_00010010,2.1243746280670166,_M_00002,35
6908,116.05,0.004,0.1,01100000_00110010,2.1409640312194824,_M_00002,35
6909,116.01,0.004,-0.2,01100000_00000010,2.1575701236724854,_M_00002,35
6910,116.03,0.004,0.1,01100000_00010010,2.174203872680664,_M_00002,35
6911,116.05,0.006,-0.1,01100000_00100010,2.1907851696014404,_M_00002,35
6912,115.96,0.004,0.0,01100000_00100010,2.2073512077331543,_M_00002,35
6913,116.03,0.002,0.1,01100000_00010010,2.223973035812378,_M_00002,35
6914,116.05,0.002,0.0,01100000_00010010,2.2405316829681396,_M_00002,35
6915,116.05,0.002,0.0,01100000_00010010,2.257136821746826,_M_00002,35
6916,116.03,0.004,0.0,01100000_00100010,2.2737526893615723,_M_00002,35
6917,115.99,0.004,0.3,01100000_00110010,2.290367364883423,_M_00002,35
6918,116.05,0.004,0.0,01100000_00100010,2.3069839477539062,_M_00002,35
6919,116.03,0.004,-0.1,01100000_00000010,2.3235416412353516,_M_00002,35
6920,116.07,0.004,0.1,01100000_00010010,2.340146780014038,_M_00002,35
6921,116.05,0.004,-0.1,01100000_00100010,2.3567562103271484,_M_00002,35
6922,115.96,0.004,0.0,01100000_00000010,2.3733274936676025,_M_00002,35
6923,116.07,0.002,-0.2,01100000_00000010,2.389965534210205,_M_00002,35
6924,115.96,0.004,0.2,01100000_00110010,2.4065210819244385,_M_00002,35
6925,116.03,0.004,0.0,01100000_00000010,2.4230945110321045,_M_00002,35
6926,116.05,0.004,0.1,01100000_00110010,2.4397130012512207,_M_00002,35
6927,115.97,0.006,0.2,01100000_00110010,2.456308364868164,_M_00002,35
6928,116.05,0.004,0.0,01100000_00010010,2.472886085510254,_M_00002,35
6929,115.99,0.004,0.1,01100000_00010010,2.4894909858703613,_M_00002,35
6930,116.05,0.004,0.2,01100000_00010010,2.50608229637146,_M_00002,35
6931,116.01,0.004,0.2,01100000_00010010,2.5226833820343018,_M_00002,35
6932,116.08,0.002,-0.1,01100000_00000010,2.5392825603485107,_M_00002,35
6933,115.97,0.002,0.0,01100000_00100010,2.5558676719665527,_M_00002,35
6934,116.01,0.004,-0.1,01100000_00100010,2.572463274002075,_M_00002,35
6935,116.07,0.002,0.0,01100000_00010010,2.589062452316284,_M_00002,35
6936,115.97,0.006,-0.3,01100000_00000010,2.6056668758392334,_M_00002,35
6937,116.01,0.004,-0.2,01100000_00000010,2.6222634315490723,_M_00002,35
6938,116.05,0.006,-0.2,01100000_00100010,2.638838768005371,_M_00002,35
6939,116.07,0.004,0.2,01100000_00010010,2.655466318130493,_M_00002,35
6940,116.1,0.004,-0.1,01100000_00000010,2.6720712184906006,_M_00002,35
6941,116.05,0.004,0.1,01100000_00010010,2.688675880432129,_M_00002,35
6942,116.05,0.004,-0.1,01100000_00100010,2.705261707305908,_M_00002,35
6943,116.1,0.004,0.2,01100000_00010010,2.7218801975250244,_M_00002,35
6944,116.05,0.004,0.0,01100000_00100010,2.7384777069091797,_M_00002,35
6945,116.03,0.002,0.1,01100000_00110010,2.7550714015960693,_M_00002,35
6946,116.08,0.006,0.1,01100000_00010010,2.771714687347412,_M_00002,35
6947,116.05,0.004,-0.3,01100000_00100010,2.7882888317108154,_M_00002,35
6948,116.07,0.004,0.0,01100000_00010010,2.8048620223999023,_M_00002,35
6949,116.01,0.002,0.0,01100000_00000010,2.8214590549468994,_M_00002,35
6950,116.12,0.004,0.2,01100000_00010010,2.838097333908081,_M_00002,35
6951,116.07,0.002,0.1,01100000_00110010,2.8546926975250244,_M_00002,35
6952,115.99,0.004,0.1,01100000_00010010,2.8712961673736572,_M_00002,35
6953,116.1,0.006,0.0,01100000_00000010,2.8878889083862305,_M_00002,35
6954,116.05,0.006,0.0,01100000_00110010,2.9044928550720215,_M_00002,35
6955,116.01,0.004,0.0,01100000_00110010,2.921074628829956,_M_00002,35
6956,116.1,0.004,0.0,01100000_00100010,2.9376869201660156,_M_00002,35
6957,116.05,0.002,0.1,01100000_00110010,2.9542884826660156,_M_00002,35
6958,116.08,0.004,-0.2,01100000_00000010,2.970905065536499,_M_00002,35
6959,116.01,0.002,0.0,01100000_00100010,2.9875142574310303,_M_00002,35
6960,116.07,0.004,0.3,01100000_00010010,1.0046272277832031,_M_00002,34
6961,116.03,0.004,0.1,01100000_00010010,1.0223872661590576,_M_00002,34
6962,116.01,0.004,0.0,01100000_00110010,1.0375750064849854,_M_00002,34
6963,116.08,0.004,0.0,01100000_00100010,1.0543591976165771,_M_00002,34
6964,115.99,0.004,0.0,01100000_00000010,1.0709500312805176,_M_00002,34
6965,116.05,0.002,0.1,01100000_00110010,1.0875475406646729,_M_00002,34
6966,116.05,0.004,0.0,01100000_00110010,1.104874610900879,_M_00002,34
6967,116.07,0.004,0.0,01100000_00110010,1.1208152770996094,_M_00002,34
6968,115.99,0.004,-0.5,01100000_00000010,1.1375865936279297,_M_00002,34
6969,116.12,0.004,0.2,01100000_00110010,1.1542859077453613,_M_00002,34
6970,115.97,0.006,0.4,01100000_00110010,1.17087721824646,_M_00002,34
6971,116.07,0.002,0.1,01100000_00010010,1.187457799911499,_M_00002,34
6972,116.05,0.004,0.0,01100000_00000010,1.2040750980377197,_M_00002,34
6973,116.07,0.002,0.0,01100000_00000010,1.2208728790283203,_M_00002,34
6974,115.99,0.004,0.1,01100000_00110010,1.237522840499878,_M_00002,34
6975,116.14,0.004,0.5,01100000_00110010,1.2541775703430176,_M_00002,34
6976,115.99,0.002,0.1,01100000_00010010,1.270829200744629,_M_00002,34
6977,116.05,0.002,-0.2,01100000_00000010,1.2873950004577637,_M_00002,34
6978,116.08,0.004,0.1,01100000_00110010,1.3041892051696777,_M_00002,34
6979,115.97,0.004,0.1,01100000_00110010,1.3208670616149902,_M_00002,34
6980,115.97,0.006,-0.1,01100000_00100010,1.3374500274658203,_M_00002,34
6981,116.01,0.004,0.4,01100000_00110010,1.3540515899658203,_M_00002,34
6982,116.03,0.006,0.0,01100000_00010010,1.3708834648132324,_M_00002,34
6983,115.94,0.004,0.0,01100000_00010010,1.3875133991241455,_M_00002,34
6984,116.07,0.004,0.3,01100000_00010010,1.4041121006011963,_M_00002,34
6985,115.99,0.002,0.2,01100000_00110010,1.420759916305542,_M_00002,34
6986,116.08,0.004,0.0,01100000_00100010,1.437523365020752,_M_00002,34
6987,116.05,0.004,0.0,01100000_00000010,1.4541912078857422,_M_00002,34
6988,115.97,0.004,0.0,01100000_00010010,1.470857858657837,_M_00002,34
6989,115.99,0.004,0.2,01100000_00010010,1.487424612045288,_M_00002,34
6990,116.1,0.004,0.0,01100000_00100010,1.5041887760162354,_M_00002,34
6991,115.99,0.002,-0.1,01100000_00100010,1.5209159851074219,_M_00002,34
6992,116.05,0.004,0.0,01100000_00100010,1.537520170211792,_M_00002,34
6993,116.03,0.004,0.4,01100000_00010010,1.5541324615478516,_M_00002,34
6994,116.07,0.002,0.1,01100000_00110010,1.570728063583374,_M_00002,34
6995,115.97,0.004,0.0,01100000_00110010,1.5875647068023682,_M_00002,34
6996,116.1,0.002,0.0,01100000_00100010,1.6042320728302002,_M_00002,34
6997,115.99,0.004,0.2,01100000_00110010,1.6210079193115234,_M_00002,34
6998,115.97,0.004,0.4,01100000_00010010,1.6376261711120605,_M_00002,34
6999,116.1,0.004,0.2,01100000_00010010,1.654250144958496,_M_00002,34
7000,115.99,0.004,0.1,01100000_00110010,1.670905590057373,_M_00002,34
7001,115.99,0.004,0.0,01100000_00100010,1.6877148151397705,_M_00002,34
7002,116.01,0.004,0.1,01100000_00110010,1.709167242050171,_M_00002,34
7003,115.94,0.004,-0.1,01100000_00100010,1.7257561683654785,_M_00002,34
7004,116.03,0.002,0.1,01100000_00110010,1.7423479557037354,_M_00002,34
7005,116.03,0.004,-0.2,01100000_00000010,1.7589678764343262,_M_00002,34
7006,116.01,0.004,0.1,01100000_00110010,1.7755639553070068,_M_00002,34
7007,115.97,0.004,0.3,01100000_00010010,1.792158603668213,_M_00002,34
7008,116.03,0.004,0.0,01100000_00000010,1.808750867843628,_M_00002,34
7009,115.94,0.006,0.0,01100000_00100010,1.8253498077392578,_M_00002,34
7010,116.03,0.004,-0.4,01100000_00100010,1.8419756889343262,_M_00002,34
7011,116.01,0.002,0.0,01100000_00110010,1.8585455417633057,_M_00002,34
7012,115.94,0.004,0.0,01100000_00000010,1.8752973079681396,_M_00002,34
7013,116.05,0.004,0.2,01100000_00110010,1.8919212818145752,_M_00002,34
7014,116.03,0.004,-0.2,01100000_00100010,1.9085054397583008,_M_00002,34
7015,116.03,0.002,0.0,01100000_00000010,1.9251177310943604,_M_00002,34
7016,116.05,0.002,0.2,01100000_00110010,1.941711664199829,_M_00002,34
7017,115.96,0.006,0.1,01100000_00010010,1.9583203792572021,_M_00002,34
7018,116.03,0.004,-0.1,01100000_00100010,1.9749317169189453,_M_00002,34
7019,116.05,0.004,0.0,01100000_00010010,1.9915096759796143,_M_00002,34
7020,116.12,0.006,0.0,01100000_00000010,0.0042743682861328125,_M_00002,33
7021,115.99,0.004,-0.1,01100000_00000010,0.020947933197021484,_M_00002,33
7022,116.08,0.004,-0.2,01100000_00000010,0.03782320022583008,_M_00002,33
7023,116.07,0.004,0.3,01100000_00110010,0.05440688133239746,_M_00002,33
7024,116.01,0.004,0.0,01100000_00100010,0.07088303565979004,_M_00002,33
7025,116.08,0.004,-0.4,01100000_00100010,0.08748340606689453,_M_00002,33
7026,116.03,0.004,-0.2,01100000_00000010,0.10410165786743164,_M_00002,33
7027,116.08,0.002,-0.1,01100000_00100010,0.12072300910949707,_M_00002,33
7028,116.03,0.004,0.2,01100000_00110010,0.13756108283996582,_M_00002,33
7029,115.97,0.004,0.0,01100000_00010010,0.15417075157165527,_M_00002,33
7030,116.05,0.004,0.2,01100000_00010010,0.17077255249023438,_M_00002,33
7031,115.97,0.004,0.1,01100000_00110010,0.18752384185791016,_M_00002,33
7032,116.03,0.004,0.0,01100000_00100010,0.2041933536529541,_M_00002,33
7033,115.97,0.004,0.1,01100000_00110010,0.22085356712341309,_M_00002,33
7034,116.08,0.004,0.0,01100000_00100010,0.23744869232177734,_M_00002,33
7035,116.03,0.004,0.0,01100000_00000010,0.25406527519226074,_M_00002,33
7036,116.07,0.004,0.0,01100000_00000010,0.2708475589752197,_M_00002,33
7037,115.99,0.006,0.3,01100000_00110010,0.2875242233276367,_M_00002,33
7038,116.03,0.004,0.1,01100000_00110010,0.3041512966156006,_M_00002,33
7039,116.08,0.004,0.0,01100000_00010010,0.3207693099975586,_M_00002,33
7040,115.99,0.004,-0.1,01100000_00000010,0.3373863697052002,_M_00002,33
7041,116.1,0.004,0.1,01100000_00110010,0.35419440269470215,_M_00002,33
7042,116.05,0.004,-0.2,01100000_00100010,0.3708617687225342,_M_00002,33
7043,115.97,0.004,-0.1,01100000_00100010,0.3874499797821045,_M_00002,33
7044,115.99,0.004,0.0,01100000_00110010,0.4040520191192627,_M_00002,33
7045,115.94,0.004,0.0,01100000_00100010,0.42086148262023926,_M_00002,33
7046,116.03,0.004,-0.2,01100000_00000010,0.43755030632019043,_M_00002,33
7047,116.05,0.004,0.0,01100000_00110010,0.4541146755218506,_M_00002,33
7048,116.03,0.004,0.0,01100000_00100010,0.4707193374633789,_M_00002,33
7049,116.03,0.002,0.0,01100000_00010010,0.48752474784851074,_M_00002,33
7050,116.05,0.002,-0.1,01100000_00100010,0.5041794776916504,_M_00002,33
7051,116.03,0.004,0.3,01100000_00110010,0.5208368301391602,_M_00002,33
7052,116.05,0.004,0.0,01100000_00110010,0.5374090671539307,_M_00002,33
7053,115.97,0.004,0.0,01100000_00000010,0.5543246269226074,_M_00002,33
7054,116.01,0.004,0.0,01100000_00100010,0.5708816051483154,_M_00002,33
7055,116.03,0.002,0.0,01100000_00010010,0.587491512298584,_M_00002,33
7056,116.07,0.006,-0.3,01100000_00100010,0.6041102409362793,_M_00002,33
7057,116.01,0.006,-0.2,01100000_00100010,0.6207413673400879,_M_00002,33
7058,116.03,0.004,0.0,01100000_00010010,0.6375300884246826,_M_00002,33
7059,116.07,0.004,-0.1,01100000_00100010,0.654186487197876,_M_00002,33
7060,116.03,0.004,0.2,01100000_00110010,0.6707818508148193,_M_00002,33
7061,116.03,0.004,0.1,01100000_00110010,0.6873898506164551,_M_00002,33
7062,116.05,0.004,0.0,01100000_00100010,0.7041847705841064,_M_00002,33
7063,116.05,0.002,0.0,01100000_00100010,0.7208564281463623,_M_00002,33
7064,116.01,0.002,-0.3,01100000_00100010,0.7374856472015381,_M_00002,33
7065,116.05,0.004,0.0,01100000_00110010,0.7540957927703857,_M_00002,33
7066,116.07,0.004,0.1,01100000_00010010,0.7708585262298584,_M_00002,33
7067,115.94,0.002,0.0,01100000_00100010,0.787534236907959,_M_00002,33
7068,116.07,0.006,-0.1,01100000_00000010,0.804168701171875,_M_00002,33
7069,116.01,0.004,0.0,01100000_00110010,0.8207778930664062,_M_00002,33
7070,116.01,0.002,0.0,01100000_00110010,0.8373751640319824,_M_00002,33
7071,116.08,0.004,0.1,01100000_00010010,0.8541848659515381,_M_00002,33
7072,116.01,0.006,-0.1,01100000_00100010,0.8708522319793701,_M_00002,33
7073,116.03,0.004,0.1,01100000_00010010,0.8874599933624268,_M_00002,33
7074,116.08,0.004,0.0,01100000_00010010,0.9040758609771729,_M_00002,33
7075,116.05,0.004,-0.1,01100000_00000010,0.9208588600158691,_M_00002,33
7076,116.01,0.004,0.0,01100000_00010010,0.937532901763916,_M_00002,33
7077,116.07,0.004,0.5,01100000_00110010,0.9541590213775635,_M_00002,33
7078,116.01,0.004,0.0,01100000_00110010,0.9707832336425781,_M_00002,33
7079,116.01,0.004,-0.2,01100000_00100010,0.9873788356781006,_M_00002,33
7080,116.07,0.004,-0.2,01100000_00000010,10.009195804595947,_M_00002,32
7081,116.05,0.004,0.1,01100000_00110010,10.025717973709106,_M_00002,32
7082,116.08,0.004,0.2,01100000_00110010,10.042404413223267,_M_00002,32
7083,116.03,0.004,0.0,01100000_00110010,10.058656454086304,_M_00002,32
7084,116.01,0.002,0.2,01100000_00110010,10.07517957687378,_M_00002,32
7085,116.03,0.004,-0.1,01100000_00100010,10.091927766799927,_M_00002,32
7086,116.05,0.004,0.0,01100000_00000010,10.108698844909668,_M_00002,32
7087,116.1,0.002,-0.2,01100000_00100010,10.127950429916382,_M_00002,32
7088,116.01,0.004,0.1,01100000_00010010,10.14197063446045,_M_00002,32
7089,115.97,0.004,0.2,01100000_00010010,10.158430576324463,_M_00002,32
7090,116.08,0.004,0.5,01100000_00110010,10.174951791763306,_M_00002,32
7091,116.01,0.002,0.0,01100000_00000010,10.191547155380249,_M_00002,32
7092,116.03,0.006,0.0,01100000_00010010,10.208138465881348,_M_00002,32
7093,116.07,0.004,0.1,01100000_00110010,10.224778652191162,_M_00002,32
7094,115.94,0.004,0.1,01100000_00010010,10.241352558135986,_M_00002,32
7095,116.01,0.004,0.0,01100000_00110010,10.257936954498291,_M_00002,32
7096,116.07,0.004,-0.1,01100000_00000010,10.274558067321777,_M_00002,32
7097,116.05,0.006,0.0,01100000_00110010,10.291146039962769,_M_00002,32
7098,116.03,0.006,-0.1,01100000_00000010,10.307776927947998,_M_00002,32
7099,115.97,0.004,0.0,01100000_00010010,10.324340581893921,_M_00002,32
7100,116.01,0.002,0.1,01100000_00110010,10.340951681137085,_M_00002,32
7101,116.03,0.006,0.0,01100000_00000010,10.357557535171509,_M_00002,32
7102,116.07,0.004,-0.1,01100000_00100010,10.374176263809204,_M_00002,32
7103,116.01,0.002,0.0,01100000_00110010,10.390748739242554,_M_00002,32
